"threat.status.cnc","search.str"
"VU","Sauvagesia nitida"
"CR","Sauvagesia oliveirae"
"EN","Sauvagesia ribeiroi"
"LC","Savia dictyocarpa"
"LC","Scaevola plumieri"
"LC","Scaphyglottis prolifera"
"EN","Schaueria paranaensis"
"EN","Schinopsis balansae"
"NT","Schinus engleri"
"EN","Schizachyrium scabriflorum"
"LC","Schizaea elegans"
"LC","Schizocalyx cuspidatus"
"EN","Schlechtendalia luzulifolia"
"EN","Schlumbergera kautskyi"
"VU","Schlumbergera microsphaerica"
"VU","Schlumbergera opuntioides"
"DD","Schlumbergera rosea"
"LC","Schlumbergera truncata"
"DD","Schnella grazielae"
"LC","Schnella microstachya"
"DD","Schnella smilacina"
"DD","Schoepfia velutina"
"LC","Schultesia aptera"
"LC","Schultesia bahiensis"
"VU","Schultesia crenuliflora"
"LC","Schultesia guianensis"
"CR","Schultesia irwiniana"
"LC","Schultesia pachyphylla"
"EN","Schultesia piresiana"
"CR","Schultesia sucreana"
"EN","Schwenckia curviflora"
"DD","Schwenckia lateriflora"
"CR","Schwenckia nova-veneciana"
"DD","Sciadotenia acutifolia"
"NT","Sciaphila schwackeana"
"VU","Sciodaphyllum sprucei"
"VU","Scleria balansae"
"NT","Scleria cuyabensis"
"EN","Scutia arenicola"
"EN","Scuticaria irwiniana"
"CR","Scuticaria itirapinensis"
"CR","Scuticaria kautskyi"
"EN","Scuticaria strictifolia"
"DD","Securidaca acuminata"
"NT","Seemannia sylvatica"
"LC","Seguieria americana"
"LC","Seguieria langsdorffii"
"LC","Selaginella convoluta"
"VU","Selaginella mendoncae"
"LC","Selaginella tenuissima"
"NT","Selaginella valida"
"LC","Selenicereus setaceus"
"DD","Selenipedium isabelianum"
"LC","Selenipedium palmifolium"
"VU","Sellocharis paradoxa"
"EN","Senaea coerulea"
"EN","Senaea janeirensis"
"LC","Senecio adamantinus"
"CR","Senecio almasensis"
"EN","Senecio caparaoensis"
"NT","Senecio crassiflorus"
"EN","Senecio gertii"
"EN","Senecio graciellae"
"EN","Senecio hatschbachii"
"EN","Senecio heteroschizus"
"VU","Senecio langei"
"NT","Senecio pohlii"
"CR","Senecio promatensis"
"EN","Senecio ramboanus"
"EN","Senecio riograndensis"
"NT","Senegalia kallunkiae"
"DD","Senegalia parviceps"
"LC","Senna angulata"
"LC","Senna paradictyon"
"LC","Serjania cuspidata"
"LC","Serjania deflexa"
"CR","Serjania divaricocca"
"CR","Serjania hatschbachii"
"LC","Serjania platycarpa"
"NT","Sessea brasiliensis"
"LC","Sessea regnellii"
"CR","Setaria parviflora var. pilosissima"
"LC","Setaria paucifolia"
"CR","Setaria stolonifera"
"LC","Setaria tenacissima"
"LC","Sida rufescens"
"EN","Siderasis fuscata"
"LC","Sideroxylon obtusifolium"
"NT","Simira gardneriana"
"EN","Simira grazielae"
"EN","Simira hatschbachiorum"
"DD","Simira rubra"
"EN","Sincoraea amoena"
"CR","Sincoraea humilis"
"EN","Sinningia aghensis"
"VU","Sinningia araneosa"
"LC","Sinningia barbata"
"LC","Sinningia brasiliensis"
"NT","Sinningia canescens"
"EN","Sinningia carangolensis"
"CR","Sinningia cardinalis"
"CR","Sinningia cochlearis"
"DD","Sinningia conspicua"
"LC","Sinningia cooperi"
"NT","Sinningia curtiflora"
"VU","Sinningia defoliata"
"LC","Sinningia douglasii"
"LC","Sinningia elatior"
"CR","Sinningia glazioviana"
"EN","Sinningia guttata"
"EN","Sinningia harleyi"
"EN","Sinningia hatschbachii"
"EN","Sinningia hirsuta"
"EN","Sinningia iarae"
"EN","Sinningia insularis"
"VU","Sinningia kautskyi"
"EN","Sinningia lindleyi"
"EN","Sinningia lineata"
"LC","Sinningia macropoda"
"LC","Sinningia magnifica"
"EN","Sinningia micans"
"EN","Sinningia piresiana"
"EN","Sinningia rupicola"
"LC","Sinningia sceptrum"
"NT","Sinningia speciosa"
"VU","Sinningia striata"
"VU","Sinningia tuberosa"
"EN","Sinningia valsuganensis"
"EN","Sinningia villosa"
"LC","Sinningia warmingii"
"LC","Siparuna bifida"
"LC","Siparuna brasiliensis"
"LC","Siparuna reginae"
"NT","Siphocampylus corymbifer"
"NT","Siphocampylus lycioides"
"LC","Siphocampylus verticillatus"
"LC","Siphoneugena crassifolia"
"LC","Siphoneugena densiflora"
"VU","Siphoneugena kuhlmannii"
"LC","Siphoneugena reitzii"
"LC","Sisyrinchium rambonis"
"LC","Sloanea garckeana"
"LC","Sloanea hirsuta"
"EN","Sloanea obtusifolia"
"CR","Smallanthus araucariophilus"
"LC","Smallanthus connatus"
"EN","Smallanthus riograndensis"
"LC","Smilax goyazana"
"NT","Smilax japicanga"
"EN","Smilax lappacea"
"LC","Smilax longifolia"
"EN","Smilax lutescens"
"VU","Smilax muscosa"
"EN","Smilax spicata"
"EN","Smilax subsessiliflora"
"LC","Sobralia liliastrum"
"LC","Solanum affine"
"EN","Solanum arenarium"
"EN","Solanum bahianum"
"LC","Solanum bullatum"
"LC","Solanum cinnamomeum"
"NT","Solanum diamantinense"
"LC","Solanum diploconos"
"CR","Solanum eitenii"
"NT","Solanum gertii"
"LC","Solanum granulosoleprosum"
"EN","Solanum graveolens"
"LC","Solanum hasslerianum"
"EN","Solanum jabrense"
"LC","Solanum latiflorum"
"LC","Solanum leucodendron"
"LC","Solanum melissarum"
"DD","Solanum ovum-fringillae"
"EN","Solanum paralum"
"NT","Solanum pinetorum"
"LC","Solanum pseudoquina"
"NT","Solanum reitzii"
"EN","Solanum restingae"
"VU","Solanum santosii"
"LC","Solanum sooretamum"
"CR","Solanum spissifolium"
"NT","Solanum sycocarpum"
"EN","Solanum viscosissimum"
"EN","Solanum warmingii"
"LC","Sorghastrum stipoides"
"LC","Sorocea guilleminiana"
"CR","Southbya organensis"
"LC","Spananthe paniculata"
"EN","Sparattosperma catingae"
"CR","Specklinia gomesferreirae"
"NT","Spermacoce gracillima"
"DD","Spermacoce tocantinsiana"
"EN","Sphaerorrhiza burchellii"
"LC","Sphaerorrhiza sarmentiana"
"LC","Sphagnum aciphyllum"
"EN","Spigelia amplexicaulis"
"CR","Spigelia cipoensis"
"VU","Spigelia flava"
"DD","Spigelia kleinii var. paranaensis"
"EN","Spigelia kuhlmannii"
"EN","Spigelia lundiana"
"EN","Spigelia rojasiana"
"LC","Spigelia sellowiana"
"EN","Spigelia stenocardia"
"EN","Spigelia vestita"
"LC","Spiranthera odoratissima"
"CR","Spiranthera speciosa"
"LC","Spirotheca rivieri"
"LC","Sporobolus adustus"
"EN","Sporobolus apiculatus"
"CR","Sporobolus hians"
"EN","Stachytarpheta ajugifolia"
"EN","Stachytarpheta almasensis"
"LC","Stachytarpheta bicolor"
"DD","Stachytarpheta chascanoides"
"DD","Stachytarpheta coccinea"
"EN","Stachytarpheta discolor"
"EN","Stachytarpheta froesii"
"EN","Stachytarpheta integrifolia"
"EN","Stachytarpheta itambensis"
"VU","Stachytarpheta lacunosa"
"VU","Stachytarpheta lychnitis"
"EN","Stachytarpheta monachinoi"
"DD","Stachytarpheta pohliana"
"EN","Stachytarpheta procumbens"
"VU","Stachytarpheta radlkoferiana"
"EN","Staelia hatschbachii"
"EN","Staelia tocantinsiana"
"EN","Standleya kuhlmanni"
"DD","Stanhopea insignis"
"LC","Stanhopea lietzei"
"NT","Staurogyne anigozanthus"
"EN","Staurogyne brachiata"
"VU","Staurogyne elegans"
"EN","Staurogyne itatiaiae"
"EN","Staurogyne minarum"
"VU","Staurogyne nitida"
"EN","Staurogyne vauthieriana"
"EN","Staurogyne veronicifolia"
"EN","Staurogyne warmingiana"
"LC","Steiropteris hatschbachii"
"LC","Steiropteris leprieurii"
"VU","Stemodia hyptoides"
"CR","Stenachaenium megapotamicum"
"LC","Stenandrium dulce"
"EN","Stenandrium hatschbachii"
"EN","Stenandrium irwinii"
"DD","Stenandrium riedelianum"
"EN","Stenandrium stenophyllum"
"DD","Stenocephalum monticola"
"CR","Stenogrammitis limula"
"CR","Stenogrammitis pumila"
"DD","Stenopadus aracaensis"
"DD","Stenopadus talaumifolius"
"DD","Stenospermation ulei"
"DD","Stenostephanus lobeliiformis"
"EN","Stephanopodium engleri"
"CR","Stephanopodium magnifolium"
"NT","Stevia alternifolia"
"LC","Stevia camporum"
"EN","Stevia catharinensis"
"CR","Stevia hilarii"
"EN","Stevia leptophylla"
"NT","Stevia organensis"
"NT","Stevia pohliana"
"VU","Stevia resinosa"
"EN","Stevia riedelli"
"VU","Stevia selloi"
"VU","Steyermarkina dispalata"
"VU","Stifftia fruticosa"
"DD","Stifftia parviflora"
"LC","Stigmaphyllon angustilobum"
"CR","Stigmaphyllon bradei"
"CR","Stigmaphyllon carautae"
"EN","Stigmaphyllon crenatum"
"CR","Stigmaphyllon glabrum"
"EN","Stigmaphyllon harleyi"
"DD","Stigmaphyllon hatschbachii"
"DD","Stigmaphyllon jobertii"
"CR","Stigmaphyllon macedoanum"
"CR","Stigmaphyllon matogrossense"
"CR","Stigmaphyllon vitifolium"
"CR","Stigmatodon amadoi"
"DD","Stigmatodon apparicianus"
"DD","Stigmatodon belloi"
"EN","Stigmatodon brassicoides"
"CR","Stigmatodon costae"
"EN","Stigmatodon funebris"
"DD","Stigmatodon goniorachis"
"CR","Stigmatodon harrylutheri"
"DD","Stigmatodon plurifolius"
"CR","Stigmatosema hatschbachii"
"DD","Stilpnopappus cearensis"
"EN","Stilpnopappus semirianus"
"CR","Stilpnopappus suffruticosus"
"NT","Stilpnopappus tomentosus"
"LC","Stomatanthes dentatus"
"LC","Stomatanthes dictyophyllus"
"CR","Stomatanthes loefgrenii"
"LC","Streptochaeta spicata"
"DD","Streptostachys lanciflora"
"LC","Stromanthe porteana"
"LC","Stromanthe schottiana"
"DD","Strophocactus brasiliensis"
"EN","Strophopappus bicolor"
"EN","Strophopappus ferrugineus"
"EN","Struthanthus taubatensis"
"LC","Strychnos bicolor"
"DD","Strychnos cerradoensis"
"LC","Strychnos gardneri"
"LC","Strychnos nigricans"
"LC","Strychnos rubiginosa"
"LC","Strychnos trinervis"
"LC","Stryphnodendron adstringens"
"DD","Stylosanthes nunoi"
"EN","Stylotrichium corymbosum"
"EN","Stylotrichium edmundoi"
"CR","Stylotrichium glomeratum"
"EN","Stylotrichium sucrei"
"LC","Styrax acuminatus"
"EN","Sucrea maculata"
"LC","Swartzia acutifolia"
"LC","Swartzia flaemingii"
"VU","Swartzia glazioviana"
"VU","Swartzia linharensis"
"LC","Swartzia pickelii"
"LC","Swartzia simplex"
"VU","Swietenia macrophylla"
"LC","Syagrus botryophora"
"VU","Syagrus glaucescens"
"VU","Syagrus insignis"
"EN","Syagrus macrocarpa"
"CR","Syagrus mendanhensis"
"VU","Syagrus picrophylla"
"LC","Syagrus pseudococos"
"LC","Syagrus romanzoffiana"
"VU","Syagrus ruschiana"
"NT","Syagrus schizophylla"
"LC","Syagrus smithii"
"LC","Syagrus werdermannii"
"LC","Symphyopappus casarettoi"
"NT","Symphyopappus lymansmithii"
"EN","Symphyopappus uncinatus"
"DD","Symplocos altissima"
"EN","Symplocos corymboclados"
"LC","Symplocos falcata"
"EN","Symplocos glaberrima"
"EN","Symplocos insolita"
"EN","Symplocos itatiaiae"
"CR","Symplocos neglecta"
"EN","Symplocos organensis"
"EN","Symplocos rhamnifolia"
"CR","Symplocos saxatilis"
"LC","Symplocos tenuifolia"
"DD","Syngonanthus bracteosus"
"LC","Syngonanthus caulescens"
"LC","Syngonanthus helminthorrhizus"
"EN","Syngonanthus hygrotrichus"
"CR","Syngonanthus incurvifolius"
"EN","Syngonanthus itambeensis"
"VU","Syngonanthus laricifolius"
"DD","Syngonanthus latifolius"
"DD","Syngonanthus niger"
"EN","Syngonanthus vittatus"
"DD","Syngonanthus widgrenianus"
"EN","Tabebuia cassinoides"
"LC","Tabebuia obtusifolia"
"EN","Tabernaemontana cumata"
"LC","Tabernaemontana muricata"
"LC","Taccarum peregrinum"
"VU","Tachigali beaurepairei"
"LC","Tachigali densiflora"
"NT","Tachigali denudata"
"DD","Tachigali hypoleuca"
"NT","Tachigali pilgeriana"
"NT","Tachigali rugosa"
"VU","Tachigali spathulipetala"
"VU","Tacinga braunii"
"DD","Tacinga funalis"
"DD","Tacinga inamoena"
"LC","Tacinga palmadora"
"LC","Tacinga saxatilis"
"DD","Tacinga saxatilis subsp. estevesii"
"DD","Tacinga werneri"
"LC","Talisia angustifolia"
"VU","Talisia subalbens"
"EN","Tassadia geniculata"
"LC","Tassadia obovata"
"CR","Tassadia rizzoana"
"LC","Temnadenia violacea"
"LC","Tephrosia sessiliflora"
"EN","Terminalia acuminata"
"LC","Terminalia argentea"
"LC","Terminalia januariensis"
"NT","Terminalia mameluco"
"VU","Terminalia parvifolia"
"DD","Terminalia triflora"
"LC","Ternstroemia brasiliensis"
"VU","Ternstroemia cuneifolia"
"LC","Terpsichore chrysleri"
"LC","Tetrapollinia caerulescens"
"DD","Tetrapterys cordifolia"
"LC","Tetrapterys microphylla"
"LC","Tetrorchidium rubrivenium"
"DD","Thalia multiflora"
"VU","Thelyschista ghillanyi"
"LC","Thesium aphyllum"
"LC","Thryallis brachystachys"
"VU","Thryallis laburnum"
"EN","Thryallis parviflora"
"EN","Thysanoglossa jordanensis"
"LC","Tibouchina aegopogon"
"NT","Tibouchina papyrus"
"LC","Tillandsia aeranthos"
"CR","Tillandsia afonsoana"
"EN","Tillandsia araujei"
"EN","Tillandsia brachyphylla"
"DD","Tillandsia copynii"
"EN","Tillandsia crocata"
"DD","Tillandsia duratii"
"DD","Tillandsia duratii var. saxatilis"
"LC","Tillandsia gardneri"
"LC","Tillandsia geminiflora"
"EN","Tillandsia grazielae"
"VU","Tillandsia heubergeri"
"DD","Tillandsia itaubensis"
"CR","Tillandsia jonesii"
"VU","Tillandsia kautskyi"
"LC","Tillandsia linearis"
"LC","Tillandsia lorentziana"
"LC","Tillandsia mallemontii"
"CR","Tillandsia neglecta"
"CR","Tillandsia reclinata"
"DD","Tillandsia recurvifolia"
"NT","Tillandsia sprengeliana"
"LC","Tillandsia streptocarpa"
"DD","Tillandsia stricta var. stricta"
"CR","Tillandsia sucrei"
"LC","Tillandsia tenuifolia"
"DD","Tillandsia toropiensis"
"LC","Tillandsia tricholepis"
"LC","Tillandsia usneoides"
"DD","Tillandsia winkleri"
"EN","Tillandsia xiphioides"
"LC","Tinantia erecta"
"LC","Tocoyena sellowiana"
"EN","Tontelea lanceolata"
"LC","Tontelea leptophylla"
"EN","Tontelea martiana"
"EN","Trattinnickia ferruginea"
"EN","Trattinnickia mensalis"
"EN","Trembleya calycina"
"EN","Trembleya chamissoana"
"EN","Trembleya hatschbachii"
"LC","Trembleya phlogiformis"
"CR","Trembleya pithyoides"
"EN","Trembleya rosmarinoides"
"EN","Trichanthecium noterophylum"
"DD","Trichanthecium nutabundum"
"LC","Trichilia areolata"
"VU","Trichilia blanchetii"
"LC","Trichilia bullata"
"LC","Trichilia casaretti"
"LC","Trichilia elsae"
"LC","Trichilia emarginata"
"LC","Trichilia fasciculata"
"CR","Trichilia florbranca"
"LC","Trichilia hirta"
"DD","Trichilia hispida"
"LC","Trichilia lecointei"
"LC","Trichilia lepidota"
"EN","Trichilia magnifoliola"
"EN","Trichilia micropetala"
"LC","Trichilia pallens"
"NT","Trichilia pseudostipularis"
"NT","Trichilia ramalhoi"
"LC","Trichilia silvatica"
"LC","Trichilia solitudinis"
"VU","Trichilia stellato-tomentosa"
"DD","Trichilia surumuensis"
"LC","Trichilia tetrapetala"
"LC","Trichocentrum albococcineum"
"LC","Trichocentrum fuscum"
"LC","Trichocentrum jonesianum"
"VU","Trichocentrum schwambachiae"
"LC","Trichocline catharinensis"
"VU","Trichocline linearifolia"
"LC","Trichocline macrocephala"
"DD","Trichocline maxima"
"LC","Trichocolea brevifissa"
"DD","Trichogonia eupatorioides"
"NT","Trichogonia hirtiflora"
"LC","Trichomanes lucens"
"DD","Trichomanes macilentum"
"DD","Trichomanes spruceanum"
"CR","Trichopilia fragrans"
"LC","Trichostigma octandrum"
"DD","Trifolium argentinense"
"DD","Triglochin scilloides"
"LC","Trigonia bahiensis"
"VU","Trigoniodendron spiritusanctense"
"CR","Trigynaea axilliflora"
"EN","Trigynaea oblongifolia"
"CR","Trilepis tenuis"
"LC","Trimezia brevicaulis"
"EN","Trimezia exillima"
"EN","Tripogandra elata"
"VU","Tripogandra warmingiana"
"EN","Triraphis devia"
"NT","Trithrinax brasiliensis"
"LC","Triumfetta grandiflora"
"LC","Triuris hyalina"
"VU","Trixis glaziovii"
"CR","Trixis pallida"
"NT","Trixis pruskii"
"NT","Trixis thyrsoidea"
"LC","Trizeuxis falcata"
"LC","Tropaeolum pentaphyllum"
"EN","Tropaeolum warmingianum"
"DD","Turnera asymmetrica"
"VU","Turnera cipoensis"
"EN","Turnera coccinea"
"CR","Turnera collotricha"
"EN","Turnera coriacea"
"DD","Turnera elliptica"
"EN","Turnera foliosa"
"DD","Turnera gardneriana"
"LC","Turnera hilaireana"
"CR","Turnera ignota"
"VU","Turnera luetzelburgii"
"EN","Turnera pinifolia"
"DD","Turnera reginae"
"EN","Turnera revoluta"
"CR","Turnera riedeliana"
"CR","Uebelmannia buiningii"
"VU","Uebelmannia gummifera"
"EN","Uebelmannia pectinifera"
"DD","Ungulipetalum filipendulum"
"EN","Unonopsis riedeliana"
"VU","Urbanodendron bahiense"
"DD","Urbanodendron macrophyllum"
"LC","Urbanodendron verrucosum"
"LC","Urera nitida"
"VU","Urvillea glabra"
"DD","Utricularia biovularioides"
"LC","Utricularia erectiflora"
"NT","Utricularia flaccida"
"LC","Utricularia foliosa"
"DD","Utricularia huntii"
"LC","Utricularia hydrocarpa"
"LC","Utricularia longifolia"
"LC","Utricularia nigrescens"
"LC","Utricularia trichophylla"
"VU","Utricularia tridentata"
"DD","Utricularia warmingii"
"EN","Valeriana glaziovii"
"EN","Valeriana glechomifolia"
"CR","Valeriana organensis"
"VU","Valeriana reitziana"
"VU","Valeriana tajuvensis"
"DD","Vanhouttea bradeana"
"LC","Vanhouttea calcarata"
"DD","Vanhouttea fruticulosa"
"EN","Vanhouttea lanata"
"EN","Vanhouttea leonii"
"EN","Vanhouttea pendula"
"LC","Vanilla chamissonis"
"VU","Vanilla dietschiana"
"EN","Vanilla dubia"
"LC","Vanilla edwallii"
"DD","Vanilla organensis"
"EN","Vellozia alata"
"NT","Vellozia albiflora"
"EN","Vellozia armata"
"DD","Vellozia asperula"
"EN","Vellozia barbata"
"CR","Vellozia bradei"
"CR","Vellozia canelinha"
"DD","Vellozia costata"
"EN","Vellozia crinita"
"EN","Vellozia epidendroides"
"EN","Vellozia exilis"
"EN","Vellozia gigantea"
"EN","Vellozia glabra"
"DD","Vellozia graomogolensis"
"EN","Vellozia hatschbachii"
"EN","Vellozia lilacina"
"EN","Vellozia luteola"
"EN","Vellozia maxillarioides"
"EN","Vellozia metzgerae"
"EN","Vellozia nuda"
"EN","Vellozia patens"
"EN","Vellozia piresiana"
"CR","Vellozia prolifera"
"EN","Vellozia pulchra"
"EN","Vellozia sellowii"
"EN","Vellozia sessilis"
"EN","Vellozia spiralis"
"EN","Vellozia streptophylla"
"EN","Vellozia subalata"
"CR","Vellozia tillandsioides"
"DD","Vellozia torquata"
"LC","Vellozia variabilis"
"NT","Verbena caniuensis"
"LC","Verbena hirta"
"DD","Verbesina macrophylla"
"LC","Verdoornianthus griffinii"
"EN","Vernonanthura almedae"
"VU","Vernonanthura fagifolia"
"DD","Vernonanthura lindbergii"
"LC","Vernonanthura mucronulata"
"CR","Vicia pampicola"
"DD","Vicia tephrosioides"
"VU","Vickia rotundifolia"
"LC","Viola cerasifolia"
"EN","Viola gracillima"
"LC","Viola subdimidiata"
"EN","Virola bicuhyba"
"VU","Virola parvifolia"
"VU","Virola surinamensis"
"LC","Vismia martiana"
"LC","Vitalianthus bischlerianus"
"DD","Vittetia bishopii"
"EN","Vochysia angelica"
"EN","Vochysia petraea"
"NT","Vochysia riedeliana"
"EN","Vochysia rotundifolia"
"EN","Vochysia santaluciae"
"EN","Vouacapoua americana"
"DD","Voyria aphylla"
"EN","Vriesea altimontana"
"CR","Vriesea altomacaensis"
"CR","Vriesea amethystina"
"EN","Vriesea arachnoidea"
"NT","Vriesea atropurpurea"
"EN","Vriesea biguassuensis"
"LC","Vriesea bituminosa"
"CR","Vriesea bleherae"
"CR","Vriesea botafogensis"
"DD","Vriesea breviscapa"
"NT","Vriesea brusquensis"
"EN","Vriesea cacuminis"
"CR","Vriesea calimaniana"
"LC","Vriesea carinata"
"EN","Vriesea cearensis"
"DD","Vriesea clausseniana"
"DD","Vriesea colnagoi"
"LC","Vriesea corcovadensis"
"DD","Vriesea debilis"
"VU","Vriesea delicatula"
"EN","Vriesea densiflora"
"EN","Vriesea diamantinensis"
"LC","Vriesea drepanocarpa"
"NT","Vriesea duvaliana"
"EN","Vriesea eltoniana"
"LC","Vriesea erythrodactylon"
"LC","Vriesea flammea"
"NT","Vriesea flava"
"DD","Vriesea fosteriana"
"LC","Vriesea friburgensis var. tucumanensis"
"LC","Vriesea gigantea"
"VU","Vriesea gracilior"
"LC","Vriesea hieroglyphica"
"LC","Vriesea hoehneana"
"LC","Vriesea incurvata"
"NT","Vriesea itatiaiae"
"VU","Vriesea kautskyana"
"DD","Vriesea languida"
"CR","Vriesea leptantha"
"CR","Vriesea longistaminea"
"LC","Vriesea lubbersii"
"EN","Vriesea menescalii"
"EN","Vriesea minarum"
"DD","Vriesea morrenii"
"DD","Vriesea muelleri"
"LC","Vriesea neoglutinosa"
"DD","Vriesea pabstii"
"LC","Vriesea pardalina"
"DD","Vriesea parviflora"
"EN","Vriesea pastuchoffiana"
"LC","Vriesea pauperrima"
"EN","Vriesea penduliflora"
"DD","Vriesea pereirae"
"LC","Vriesea philippocoburgii"
"EN","Vriesea pinottii"
"LC","Vriesea platynema"
"LC","Vriesea platzmannii"
"LC","Vriesea psittacina"
"EN","Vriesea racinae"
"DD","Vriesea recurvata"
"NT","Vriesea reitzii"
"DD","Vriesea repandostachys"
"DD","Vriesea rhodostachys"
"LC","Vriesea rodigasiana"
"CR","Vriesea rubyae"
"DD","Vriesea saundersii"
"EN","Vriesea saxicola"
"VU","Vriesea sazimae"
"LC","Vriesea scalaris"
"NT","Vriesea sceptrum"
"DD","Vriesea schunkii"
"DD","Vriesea seideliana"
"NT","Vriesea sparsiflora"
"EN","Vriesea sucrei"
"DD","Vriesea thyrsoidea"
"DD","Vriesea triangularis"
"NT","Vriesea triligulata"
"DD","Vriesea vidalii"
"DD","Vriesea warmingii"
"EN","Vriesea wawranea"
"CR","Vriesea weberi"
"LC","Waltheria communis"
"DD","Waltillia hatschbachii"
"LC","Warmingia eugenii"
"CR","Wedelia macedoi"
"LC","Wedelia puberula"
"EN","Wedelia souzae"
"LC","Weinmannia discolor"
"NT","Weinmannia organensis"
"NT","Weinmannia paulliniifolia"
"DD","Wettinia drudei"
"CR","Williamodendron cinnamomeum"
"EN","Wittrockia superba"
"DD","Wolffiella oblonga"
"EN","Worsleya procera"
"LC","Wullschlaegelia aphylla"
"EN","Wunderlichia azulensis"
"EN","Wunderlichia crulsiana"
"EN","Wunderlichia senae"
"LC","Xylobium colleyi"
"LC","Xylopia aromatica"
"NT","Xylopia brasiliensis"
"NT","Xylosma glaberrima"
"NT","Xyris almae"
"EN","Xyris archeri"
"LC","Xyris augusto-coburgii"
"EN","Xyris aurea"
"DD","Xyris bialata"
"EN","Xyris blepharophylla"
"DD","Xyris brevifolia"
"DD","Xyris caparaoensis"
"LC","Xyris capensis"
"EN","Xyris cipoensis"
"CR","Xyris coutensis"
"CR","Xyris dardanoi"
"EN","Xyris diaphanobracteata"
"CR","Xyris fibrosa"
"EN","Xyris fusca"
"EN","Xyris goyazensis"
"CR","Xyris hatschbachii"
"CR","Xyris hystrix"
"DD","Xyris itambensis"
"DD","Xyris jataiana"
"EN","Xyris lanuginosa"
"EN","Xyris longifolia"
"EN","Xyris lucida"
"DD","Xyris lutescens"
"EN","Xyris mertensiana"
"DD","Xyris metallica"
"EN","Xyris morii"
"EN","Xyris neglecta"
"CR","Xyris nigricans"
"EN","Xyris obcordata"
"EN","Xyris obtusiuscula"
"EN","Xyris paradisiaca"
"EN","Xyris phaeocephala"
"EN","Xyris picea"
"CR","Xyris platystachya"
"DD","Xyris pranceana"
"EN","Xyris reitzii"
"CR","Xyris retrorsifimbriata"
"CR","Xyris rigida"
"EN","Xyris rupicola"
"EN","Xyris sincorana"
"CR","Xyris sororia"
"EN","Xyris spectabilis"
"VU","Xyris stenophylla"
"EN","Xyris subsetigera"
"CR","Xyris tortilis"
"LC","Xyris trachyphylla"
"CR","Xyris uninervis"
"EN","Xyris vacillans"
"EN","Xyris veruina"
"VU","Xyris vestita"
"DD","Xyris villosicarinata"
"EN","Xyris wawrae"
"LC","Zamia ulei"
"DD","Zannichellia palustris"
"LC","Zanthoxylum petiolare"
"LC","Zelometeorium patens"
"VU","Zephyranthes americana"
"EN","Zephyranthes blumenavia"
"EN","Zephyranthes candida"
"VU","Zephyranthes capivarina"
"VU","Zephyranthes coerulea"
"VU","Zephyranthes irwiniana"
"EN","Zephyranthes paranaensis"
"LC","Zeyheria montana"
"VU","Zeyheria tuberculosa"
"EN","Zizaniopsis bonariensis"
"LC","Zollernia glabra"
"VU","Zollernia magnifica"
"NT","Zollernia modesta"
"NT","Zootrophion atropurpureum"
"DD","Zornia acauensis"
"CR","Zornia glaziovii"
"DD","Zornia mitziana"
"EN","Zornia subsessilis"
"LC","Zygia racemosa"
"EN","Zygopetalum crinitum subsp. pabstii"
"EN","Zygopetalum jugosum"
"LC","Zygopetalum maxillare"
"NT","Zygopetalum mosenianum"
"EN","Zygopetalum murrayanum"
"LC","Zygopetalum sellowii"
"CR","Zygopetalum viride"
"LC","Zygophlebia longipilosa"
"NT","Zygostates bradei"
"LC","Zygostates cornuta"
"EN","Zygostates kuhlmannii"
"CR","Zygostates linearisepala"
"LC","Zygostates pellucida"
"EN","Zygostigma australe"
"DD",NA
"LC",NA
"NT",NA
"EN",NA
"DD|DD|DD","Comanthera chrysolepis"
"DD|DD|DD","Comanthera vernonioides"
"DD|DD|DD","Comanthera vernonioides var. melanolepis"
"VU|CR|VU","Cryptanthus burle-marxii"
"VU|CR|VU","Cryptanthus fosterianus"
"EN|CR|LC","Dyckia cabrerae"
"EN|CR|LC","Dyckia pseudococcinea"
"DD|LC|LC","Isostigma crithmifolium"
"DD|LC|LC","Isostigma speciosum"
"CR|EN|DD","Struthanthus microstylus"
"CR|EN|DD","Struthanthus pusillifolius"
"CR|EN|DD","Struthanthus rufo-furfuraceus"
"LC|VU","Annona maritima"
"LC|VU","Asplundia polymera"
"LC|VU","Asplundia polymera subsp. reitzii"
"CR|VU","Berberis kleinii"
"DD|LC","Capanemia fluminensis"
"DD|LC","Capanemia thereziae"
"VU|CR","Cattleya schofieldiana"
"VU|EN","Hadrolaelia brevipedunculata"
"VU|EN","Hadrolaelia wittigiana"
"DD|DD","Chamaecrista adamantina"
"DD|DD","Chamaecrista ixodes"
"LC|LC","Cleistes libonii"
"LC|LC","Cleistes mantiqueirae"
"EN|DD","Cuphea warmingii"
"VU|DD","Diplusodon rupestris"
"DD|CR","Dyckia ibicuiensis"
"CR|DD","Dyckia domfelicianensis"
"NT|NT","Epidendrum hololeucum"
"LC|LC","Epidendrum ansiferum"
"LC|CR","Eriocaulon cipoense"
"EN|VU","Eriocnema fulva"
"EN|VU","Eugenia brunoi"
"LC|EN","Eugenia brevistyla"
"LC|EN","Eugenia imaruiensis"
"LC|NT","Ficus salzmanniana"
"CR|CR","Brasilidium marshallianum"
"CR|CR","Brasilidium pectorale"
"LC|LC","Brasilidium gravesianum"
"LC|LC","Brasilidium praetextum"
